41315	77991	78267	2146	17566	73452	98192	26608	18644	47213
67151	80306	78141	58306	64606	69181	97301	36562	71560	41480
27758	39267	57826	26363	72038	76377	55917	72080	64691	52675
82964	36014	77742	18110	44276	24781	32617	9461	93206	20053
32749	25335	5642	43097	89865	52569	56877	90615	75089	48751
69182	11442	64708	90366	28602	99706	69786	80167	21032	90633
82952	48532	94113	3503	96812	14579	16074	30848	35343	31345
64269	7477	79225	30717	80100	78371	65750	19197	82117	65754
88919	39403	47113	70992	27051	95044	64202	99619	89487	96679
20934	36336	84878	6055	68035	98442	42728	7699	29091	73684
55647	69460	77157	23646	33171	16857	3267	85324	70737	55391
58355	63443	83560	33592	30811	73756	7241	35555	22766	7993
30776	2496	76197	84137	27098	57662	68503	61242	52681	47960
66156	92666	51054	75112	8839	20371	19017	41738	22554	64679
89973	7216	45439	75361	61358	76288	76420	48563	79491	93425
70446	2140	76519	93525	46340	3951	68585	5966	19012	47117
91192	79846	88860	78369	45600	50628	24159	50558	12264	58729
85001	95069	15230	75349	72412	12439	51980	9089	20460	44730
75496	81319	55245	52446	23276	42803	86147	16622	74642	32112
57129	29438	35869	39272	32883	19036	81999	47826	35440	86802
63344	66724	97165	46870	59836	18973	87672	40276	99925	88186
44868	78219	29011	96446	53721	86090	35360	70239	13288	89414
72606	8460	4197	66126	75497	96072	95568	30040	99493	15729
75397	31464	19447	62069	60464	76956	38241	46249	61291	93045
84899	62496	68100	8362	75014	40032	78692	99105	97540	63476
75240	70011	27957	98701	64475	59642	79737	34472	38127	34878
32071	10504	52895	92976	86614	41049	39872	14746	78243	30585
15189	96098	6600	45378	49007	73408	86770	50408	38924	68105
1066	58293	87998	52996	37492	82517	69418	67140	3709	58232
33008	41027	17231	46992	19734	78856	19163	34454	14203	67829
52015	23544	41607	58422	56006	44445	54108	37329	63585	65079
44088	39621	34043	98927	55801	10476	13767	13828	13918	86057
53367	10660	4538	18491	75088	75026	68979	60946	74363	21812
6304	27768	22258	71032	44286	56155	33189	31520	83531	20932
70279	87933	29196	93589	3679	84069	67703	5074	88195	44199
79879	66554	15159	11058	77493	6667	82144	54097	65745	29265
5066	73234	60958	41082	71783	99116	26361	55693	30960	79690
43092	87443	31588	53756	44369	90579	6192	13469	35790	52568
66383	11581	93660	4076	50150	11158	40273	82492	91832	33341
26562	60727	42343	73837	84714	46775	38667	97876	93546	8503
6253	91452	79919	65873	74129	15580	67208	23343	5908	42324
85273	22007	50604	31986	85139	48391	80823	40916	60797	92184
37979	51031	24384	10577	43924	66435	24623	29300	81926	64886
97845	42758	80350	6525	78771	48084	72926	87005	5174	52420
31756	79635	69991	4930	79888	21102	51961	87190	53846	28133
56375	59023	85110	6010	5009	68702	89784	67009	72787	93808
38096	21149	85292	23603	40077	54342	78967	98695	53859	23772
40464	49037	55707	98493	30542	36407	55727	76891	5692	10155
85590	85162	66269	44375	18192	78724	75214	99193	23512	44878
37570	99081	43815	91797	70642	78620	86646	51464	28538	18840
99660	866	34429	72629	97003	9127	50731	58687	56725	37315
59859	51217	91079	17878	89696	1998	71701	21782	22972	47996
93697	63644	49140	82307	43101	15947	73281	54973	19611	91293
23091	55218	6983	71550	593	49291	86331	52847	42164	16437
19907	22074	75564	65543	41814	3267	41629	86446	46066	19489
66821	37232	52071	11788	47623	92132	15944	26044	42133	64824
19301	16528	57678	58561	74463	54187	59636	21097	15224	62477
62975	91131	21308	52944	96148	7467	20353	42007	80591	49432
81959	74910	62174	8501	4520	12882	33753	34058	55991	63650
9722	95634	60145	39155	43770	97097	46334	53369	57338	95694
20907	34105	37745	93830	22942	65803	92044	11591	28502	16734
35316	11396	2165	15086	97684	86495	57634	23945	18474	70544
58664	50578	70821	96222	9968	76396	18154	14520	10602	20923
34462	41306	56323	97272	33042	76823	82369	46375	43331	6052
44771	42591	35180	87025	85097	4212	2394	96642	95595	41003
84503	42930	13047	26656	53486	32999	98400	88232	65264	88154
31596	98411	1643	35429	94886	87030	4119	67915	37768	59944
55598	47535	3796	79335	22597	36124	32538	32451	23880	82360
18963	90580	11520	45270	83258	10752	21718	32944	59867	44589
56085	71011	51608	42173	11774	36475	8603	65087	58541	24968
76408	83667	10900	61000	21434	69209	35823	7524	38825	44106
2594	563	13777	1745	75514	52766	31818	56334	67310	43499
12400	83003	69855	46978	33142	74932	43033	92415	42872	15681
2527	12699	55915	94842	3337	31440	82391	17298	65215	28255
25878	44439	15378	60601	24019	81063	60902	7893	34291	82664
56537	3866	9650	59159	66490	25738	60388	6337	57004	81825
82676	91139	50882	28467	11046	45268	8281	90178	10887	40743
51912	51481	43170	68496	54011	17881	50669	9972	68639	88247
29436	3245	8630	99302	5611	62414	39893	48631	59384	81179
78785	63694	79867	7308	51499	43372	57206	27804	65430	88268
50789	20243	38840	30194	26012	81717	21791	75989	94592	47921
8535	60920	57297	31514	25062	83036	22745	82817	81082	52939
70745	44295	64220	76397	2439	99678	57512	5863	69262	16760
10022	63384	53553	14854	32385	17260	53107	40792	7076	70418
33735	94460	33385	61827	34566	96085	22323	16126	23397	81166
85495	46583	39994	35180	90676	47479	1952	48549	20403	26565
47435	67789	61085	4236	82571	48019	37158	24691	1986	36320
44251	92307	78271	68939	6088	7337	91379	97884	52682	26076
13382	66199	5882	42094	26481	6634	98366	30468	16502	59297
825	54058	21162	72098	64779	81952	32634	23074	22941	10657
83239	43829	21584	66502	31573	99846	44745	86988	71403	89120
19802	51854	79640	44902	65801	37898	54721	37654	90013	72522
49468	20760	65332	42123	55646	32721	50249	81929	51437	14842
27832	6393	64000	54371	7265	87950	35648	15814	49442	11961
40977	67803	76646	42882	40811	83911	55666	3928	31356	93346
30040	90790	23545	11953	48567	38742	95403	41955	90386	76071
55573	80603	94145	96493	94442	76149	51337	17847	17998	66993
88846	47777	93973	20465	10793	70458	71971	11214	41879	56707
38994	41646	58687	77478	99013	85179	46715	190	41910	59404
92700	20241	6384	54874	21486	78637	83487	44603	68788	35373
36586	34591	64010	48415	18857	63479	61995	34621	72334	9019
8700	78881	53337	44400	98501	92586	72307	42837	3896	83510
84667	52297	25834	8798	42369	92073	8549	15651	94178	87341
864	14467	20425	16830	65622	74773	57927	79183	38797	60344
62490	73235	18203	87252	76221	40952	14108	85899	65456	54487
53089	18535	68915	68875	81510	22705	45621	21957	39053	1283
91384	72303	32577	95798	89007	84310	52716	60972	26226	60282
99157	19873	43489	80390	5173	55073	5383	54876	72955	16092
86899	44770	94590	70282	14835	75218	2941	56875	98347	34956
3651	43945	68657	69577	64416	92519	17437	37762	13919	98078
28491	64821	98422	46276	20537	65546	31906	38366	67841	32043
59145	60242	58919	43121	54830	63691	99266	18141	29626	49554
22363	48949	54471	75365	40320	79442	69947	22455	19912	78974
50170	77129	67150	89598	69514	81426	96115	14999	50799	92673
83836	91285	6462	28141	35697	7981	54818	94679	10889	39131
57330	40450	50483	9041	88909	72882	80451	41577	73635	31680
91850	49231	19245	70730	74971	83541	73321	48884	95657	88022
50062	12841	66313	44399	86094	70950	48617	2243	92448	24584
36515	64204	84307	3268	41561	63976	80528	46651	9692	94352
13344	2805	40792	8936	69900	52407	96440	62474	68698	11696
17951	24388	93865	3892	20327	27610	51883	1636	6182	47446
49044	41880	97789	57789	1005	8641	93840	19405	69483	42026
21192	53965	92863	72450	15764	22931	4371	54991	21380	98933
67850	93821	28768	48853	47027	6617	86357	85585	68038	85312
38525	98331	74980	22361	1841	88648	84945	19361	11868	24983
43716	39839	14168	3617	67596	15871	89219	28754	42042	26628
83116	38981	12802	38664	55731	86876	20054	28261	80835	15748
53839	18613	93851	85254	85519	35148	54943	63721	61212	93111
8384	16061	60348	98441	10141	34475	32018	69606	38628	56698
28648	23791	28704	41043	97677	8089	30530	83952	55619	49024
32427	70815	84965	39711	69053	85211	48292	30223	67143	3885
65244	84996	73366	16175	13046	37782	48060	25197	41315	5725
75251	30537	85040	23257	34697	54622	48661	28589	93956	98919
61839	50550	36914	62312	37096	62732	8287	57380	52421	8036
15965	11959	54961	73186	99967	92186	84129	13476	15444	76245
85126	74801	11613	66471	94708	71358	66618	67473	73698	53422
901	83635	51911	9511	43753	74039	91692	55848	63519	72809
284	20015	3484	68858	11105	84955	2519	24406	69868	32337
32047	29326	77389	12701	79725	72154	4901	3291	17314	99034
45494	49654	73158	47551	67710	6763	42637	57394	98090	29581
25550	95714	26858	4888	86294	70987	88651	69414	17375	37164
27932	58950	45737	15057	79126	71165	82342	39988	14184	77542
75313	35190	46973	42235	26145	49831	8731	60746	26227	53321
39499	57758	28328	41870	28691	45438	29465	26469	25760	34358
82004	72831	59637	81239	35135	8438	96209	31173	14069	23689
75705	54679	63612	45198	53065	36480	78984	31726	51578	19755
92144	10178	92973	84576	48630	73769	40552	75746	38698	42625
410	50317	50063	19658	39350	75474	60688	22798	21220	75165
78768	41343	37012	13998	98335	42316	35979	82428	80280	12459
44158	82444	88645	31990	62359	79863	44065	55960	81370	5627
74844	23978	34079	93243	40725	44881	27450	69164	4200	80186
66119	95389	14726	25103	95867	70358	25380	45980	24930	87111
75693	71296	38005	44709	27613	20108	56035	67887	26478	81790
52686	95580	39539	48447	62579	6163	66101	40340	36015	28274
6451	37100	74848	22936	97151	8687	63371	21877	35390	56306
76316	86713	50264	46723	33752	73571	36045	83898	46851	15916
9308	65111	60157	21822	75730	68310	382	84648	36090	73170
57653	4582	46445	64334	35743	24881	64767	4392	2611	22252
39267	70891	4515	64205	6889	32454	41878	25437	85681	70449
90169	34972	4323	35195	17996	21036	71379	12890	95545	4598
39684	67498	2808	56926	44426	82167	25678	75684	92731	41767
57630	88725	85658	35873	50389	48928	18919	93354	26861	24688
85082	18832	71343	8472	9837	81064	35102	88373	91230	1295
87627	41816	25769	71461	64140	14198	54622	75169	48345	61384
91900	57540	55446	48208	81989	16534	62010	35149	51558	61078
71484	34917	31210	58678	86429	15383	2811	3238	5676	11838
39218	16292	46468	46692	95340	30653	52839	70044	28617	15189
10524	71164	90208	70963	23172	54530	20062	22262	59869	11440
97952	78884	73622	93510	48949	58964	98683	60488	48539	39776
38456	22699	33601	61036	76895	7452	64997	11976	93854	62183
77385	3090	26618	18676	78722	81301	75887	62297	28657	15587
27150	25029	23858	60078	79265	43290	84157	10227	47749	73913
28785	90386	64642	87163	23618	65852	52866	4776	38334	71683
40204	22811	31724	84150	88203	6903	6299	37504	30488	21406
26207	8648	99063	85276	29875	82510	85068	50180	6022	72707
64185	5640	22118	66948	47051	17462	14199	12885	12293	61214
26679	14969	60266	37336	53795	5114	56608	95473	57706	19175
40749	60998	20304	5974	4941	26316	11043	50639	87389	75447
80821	53310	43850	70342	40560	36845	36994	5894	32506	78489
50153	47062	54920	2160	62577	33651	83683	26739	80339	76963
61814	5769	15370	61315	54195	61080	71834	64619	80955	23862
67504	41092	42420	21453	32535	20815	86887	75531	68096	75443
16951	43183	54194	95081	58152	4555	50781	89360	63731	242
54378	76833	33689	6391	36116	54579	51179	26109	21139	13612
95275	85043	63176	35670	68825	81453	89269	30244	49459	56200
66986	3814	20786	13228	36101	15932	94726	81147	66573	33806
96694	55548	54226	85160	46872	92044	11962	24872	27692	64730
98159	92399	87884	47033	25899	47081	56478	22146	58746	93424
53816	43957	91394	1184	85195	40749	90996	53816	19611	33653
38484	88784	22823	58091	48339	2505	37274	33148	78595	83294
25484	37692	59253	56113	63137	34202	76708	95502	24149	96041
20804	47959	21307	23677	1672	1176	36066	40190	77463	52345
67517	88575	43024	70673	5198	24262	94645	83643	87642	21207
94913	84870	34126	81509	99310	16293	60670	37109	49241	42974
56596	60238	68054	61186	75950	37637	18465	97770	60420	99666
57550	72071	64806	88760	35526	8721	97092	67873	45199	19407
64047	77003	36165	72347	15862	49279	43615	80121	90212	43423
46615	3638	60796	45592	88475	28052	88006	93668	64121	33559
21538	75748	18728	70628	15432	7537	8847	44163	75549	27059
93265	44025	49928	54625	90326	71184	407	23452	13360	77933
70994	47531	7559	53285	36869	92241	11593	64664	58326	91104
36425	61843	92879	95944	41178	91947	14238	94832	98497	17032
77811	19080	35067	17805	32729	3876	23852	47635	61514	91526
2314	3409	6608	58362	35676	61495	57812	84496	1612	10393
55765	81879	57062	64230	72189	76231	8833	84491	32949	19845
44826	73829	7266	29401	45684	41930	55943	68535	84451	1684
53448	9300	63267	5523	61804	72940	3101	83251	40204	17372
86461	49833	72367	92456	99907	89364	21477	90992	7085	31626
1187	2798	33688	25265	95384	61121	26679	61461	38794	7840
99405	51236	7017	97020	85638	51672	15816	78555	79103	81856
29280	13541	70036	1185	71868	70989	81849	65928	406	82958
58129	35088	7300	67204	69854	64877	95645	63278	57606	54052
92792	90979	86407	19843	66693	61283	10795	18651	9614	64619
59453	7108	49820	78642	44693	20818	16492	26495	33507	99359
91800	8847	6659	99089	42923	45285	18986	43186	95747	38252
21296	92099	10871	74548	69083	38084	52256	31818	83349	67408
38120	83560	88937	70010	34904	53582	73991	99906	93616	20858
9673	70179	2016	55577	50490	57695	41516	75693	98045	1589
23606	34258	26325	27865	95376	87362	73407	91495	29119	95017
3450	44261	13725	41472	93841	13626	70147	60980	67623	42581
64838	89774	42713	23591	76253	92558	77642	59377	61803	20732
1536	51649	15142	10543	99923	77778	87491	9853	65753	50184
63439	3892	76191	56105	24076	49926	77258	93158	44765	80668
24780	91767	74287	45017	87992	749	21687	82592	9820	92375
9979	55258	64870	2831	24044	7172	63564	70435	48815	15182
28453	15645	20951	97035	79851	92516	70067	5116	40787	86520
75759	29936	70275	88540	16135	99246	3782	32099	85345	35865
37050	16281	29107	93505	74670	6739	50348	28215	92146	16587
60980	14410	70743	20703	22162	21795	59170	10462	22686	89948
6308	78913	45487	89844	27951	54284	2390	98765	87534	30510
91979	2729	81872	78916	53746	5376	40364	42414	87682	4904
81958	11990	62060	76963	69188	9772	14142	26418	98132	95213
20145	88974	78434	73957	2770	188	80672	79290	36996	9384
4109	475	40047	53335	5397	49170	69867	45834	52987	38011
44829	12666	63183	86426	75785	19782	15365	63577	5926	55677
59242	32802	5615	91148	17616	2059	52720	5721	51344	29653
94654	80637	70433	82628	42153	4477	38846	88729	19795	92705
72484	19963	20256	44583	12255	36343	62211	1696	87495	62905
6973	2323	80339	68992	64032	98583	78157	71541	67986	24441
48904	41908	73448	80957	75401	5996	24669	50415	12752	97894
81965	57368	14913	82012	19448	27358	35367	24301	33487	44860
2377	93208	58806	84714	86023	80796	24660	70139	38762	61929
65214	61972	71490	45992	76255	17679	40993	48170	25473	93994
86232	44641	24697	26143	70567	63138	48156	12540	89799	76827
2253	93040	88412	61704	41032	13360	16621	3874	13945	25855
41447	5188	96294	17856	84259	26264	85743	62959	63131	61778
67168	22144	47310	26589	7343	65185	44098	42905	49132	97575
99070	34159	77595	3773	79362	12971	29651	68670	24146	13089
39239	85444	42491	18908	55090	12483	42663	3487	14517	91913
22058	53661	19776	16706	73826	27286	91309	76787	17226	35803
33111	50284	25179	83161	61023	35468	77790	70245	59533	72313
18234	66864	13436	91357	73491	44397	19146	51680	41068	28195
44357	42153	35668	35603	19694	33602	83342	62488	74330	96841
17004	57117	24187	21381	86997	20008	12252	90527	49479	22659
46521	54728	32398	31724	95258	66725	41275	88047	70089	20368
10370	17775	26009	19490	39549	48781	19064	39760	13591	90614
63447	66853	51172	919	1307	31946	28248	94955	30044	12558
51150	30128	53350	30892	21904	73074	4003	23732	97544	53306
15505	17292	99450	34162	41788	64767	56921	80929	29161	45318
47054	76173	5745	80752	2374	33598	70055	29720	38910	58918
99604	56332	67833	96663	81804	11892	24065	11792	86764	72757
67531	87512	20919	63065	56062	69648	8288	21519	68123	86194
17083	17962	27804	72743	23076	64432	90888	52063	63790	20435
11589	53490	35230	27177	93085	73975	30550	24964	4683	98619
28335	89412	98271	77606	94847	14774	97587	96581	16182	75593
6983	41830	80812	54846	22992	54133	81739	68004	40486	11332
27615	54020	40810	58172	37663	98528	71456	84289	27692	82865
8901	20450	26688	39792	44601	91088	45748	28043	86782	44188
51095	22777	31180	44981	54877	81380	45150	41717	99659	32529
74960	23074	80895	42324	94534	73825	70073	55203	23707	43507
83406	66694	32839	23322	40013	61581	46029	67597	62965	85966
72327	96215	99831	54201	60990	4391	82006	99640	85839	42776
73937	5433	40030	2824	86367	68904	89437	94635	31326	74847
67151	40141	57958	67119	4538	39313	54495	48665	67094	29446
83680	89018	13831	50667	15684	80136	48937	32625	17059	13374
29357	96809	67508	25204	9191	98869	35530	42502	95163	47342
40464	16509	42155	91616	635	35124	374	25997	36736	75052
2988	56351	91083	84188	51820	62421	58298	91721	52927	21476
92849	38740	4922	18234	72129	89769	73196	36560	40520	72629
18454	85260	87353	78822	65855	74961	59358	33666	40257	2997
42060	17702	14364	48971	22712	5474	25199	3988	58224	6824
66435	73886	61576	64680	19753	10312	43380	39419	75480	50286
13761	2239	18402	32675	81019	88373	49451	99892	82098	43282
62713	91414	23698	13603	63771	40377	7996	47054	71114	20856
39881	57702	42521	41653	67216	77144	97885	51775	33685	52034
33407	90599	66938	27449	93007	22133	42127	49115	19352	70691
4797	36089	15653	52758	12889	14100	453	37593	8873	92634
97451	33174	30825	18195	37455	20118	44084	68483	63711	60174
76950	24287	35064	53702	28087	58454	35465	95345	46905	14372
62584	80837	68877	72160	68670	85392	9234	55878	94353	74198
49684	61938	35264	93458	23320	32055	62755	26262	45181	58690
42810	25888	52569	2815	13274	76556	29216	84746	2299	47596
67607	9460	52238	99843	5398	62787	35659	54103	21784	27546
96075	49763	53848	99011	19552	47990	42870	64862	8136	65468
35638	74927	18002	40084	51396	29930	34072	84226	67660	42559
81901	60081	96077	69599	98608	75551	9014	39860	68777	77999
11866	31111	71204	57411	71485	20049	32635	77382	80288	89882
97422	42607	54545	85397	99613	23897	89811	89759	32901	95175
2531	68021	89598	21407	78364	66029	82456	96343	7970	90121
18811	2653	2038	3682	38050	23772	19807	6040	87152	84306
19671	56815	94363	35834	37865	84405	34872	58369	3183	73229
354	3249	63760	78620	84916	38306	15927	4537	68123	33387
64333	37363	87960	93577	29704	50366	98122	31894	34641	80113
31613	39986	86851	68995	5086	42631	91956	19520	11948	87329
91598	57767	97630	5074	82827	36939	83920	73381	17310	63329
82681	12809	20715	96214	59029	11593	82553	94737	39117	75431
75605	70601	16815	62169	73239	74151	62324	30231	95914	57951
85197	31889	65410	30730	50469	76765	29831	87023	74894	14083
76696	40856	78140	93269	760	41540	20892	8986	9331	79952
30957	94310	2013	24176	427	7326	59165	1619	90617	56744
60562	99415	88578	25230	74815	162	82357	5116	71841	56135
15250	8877	77989	35459	8404	63050	81950	34759	30861	51226
76546	72889	56851	88432	7747	57837	63931	92506	30755	4422
79907	80189	37956	29493	41567	48600	4123	80694	55749	66625
43081	16315	39892	69728	34615	47061	47729	51037	51026	4460
19489	91328	93872	83262	35027	60895	6411	72849	56862	82029
64195	21724	26955	58096	55590	14234	2041	19121	28018	61721
54073	89851	88024	97898	26072	89932	97571	41423	98183	53203
56720	20937	34141	26206	88764	16615	78212	7235	39607	48358
30534	84140	17581	20900	58715	50707	11655	75643	75827	22083
27430	29611	70823	41345	59637	86922	72299	86516	49036	64725
17408	91102	82079	56109	67818	79556	83919	84841	52958	64881
29546	73008	81325	72650	52922	21616	88547	71345	61468	75636
11963	24023	20628	14844	12556	19155	82481	66754	35440	81222
68681	30965	41654	22544	45491	49075	15114	5756	2918	38241
88851	75163	91275	98048	91069	24039	54490	83360	74717	14144
42089	22976	87093	2622	10693	14628	36034	1952	72283	19947
82700	99476	83357	59180	38249	68968	36199	83130	50628	29228
97842	83463	65518	75886	31908	13438	14756	52586	18885	44090
83534	74867	81702	20627	80449	15634	43041	59134	76084	21214
73308	30815	11796	19720	73057	60158	97654	69584	77748	86792
14762	72197	61925	13247	9777	26854	9920	27324	46457	83654
77898	99408	36164	66147	48720	95492	77778	5863	1006	77477
8011	65234	73517	64938	73315	93788	92595	24535	2145	21333
50006	4274	15091	14259	52369	15317	46874	82694	95605	43433
73787	60669	95041	99033	91286	13729	79934	52559	37205	91159
81497	34682	3021	84796	14115	81722	30254	47480	44977	84405
49801	2274	82502	6152	63571	35115	82606	1218	18451	82012
37090	54281	65791	8939	22540	6056	87412	78065	5577	87279
55562	67753	40348	66726	73577	21893	35294	9162	79415	37490
41882	72713	41720	34313	50350	30072	76965	24246	76077	2636
93313	68032	44035	36432	77970	9225	5611	22401	48960	87611
56010	50012	52265	45351	68303	41226	37469	80612	70975	99741
81229	78676	40246	94231	47803	31549	4549	60786	45298	71582
75111	27519	69695	19150	38524	61759	61997	85681	26617	51310
71642	63810	61993	40600	45546	4308	62817	69457	74772	2372
31005	2205	3981	95547	63212	203	33617	66355	91298	62548
73425	76428	41191	55615	42329	93877	6153	21401	61307	83501
21611	42766	88877	31303	45398	12736	24812	86426	54755	4759
64317	60180	92620	15326	97975	26228	1775	78194	36451	85176
53308	69629	20755	42130	49135	24739	19344	78326	91827	53597
71904	11142	95435	68538	19500	50066	77105	6306	28272	42627
89656	73597	1889	16922	45764	30461	83540	41747	46596	14927
5510	18852	75122	57309	45255	83519	75014	78119	14820	38164
2720	53172	54308	39759	51230	39016	83102	74931	86815	67839
36340	98296	50220	7864	10653	60563	33312	7625	22378	31892
66133	25610	9200	5685	71329	71300	18608	88861	98530	63661
77259	58995	68629	14765	2684	28857	18617	38317	25608	60542
96303	16998	54462	1221	5984	67970	18751	94624	83113	4257
22734	8059	13527	85655	2135	6582	5565	47536	33324	61347
18540	78349	28412	55199	28662	83344	44368	40585	85564	78993
27607	40776	34720	81750	15847	97628	63031	20226	63764	65632
42840	42478	79188	90773	94957	46649	5241	25907	50036	16052
6227	51496	89602	14803	49025	78498	91135	399	5277	20532
45513	12387	450	8374	70161	65645	83938	7866	10280	55088
31412	32385	20361	77622	8972	33407	93915	49145	20072	15840
92021	3105	96726	18311	7346	29256	11899	17456	818	20821
83881	67369	60872	48590	88392	82960	54838	12939	6810	66552
51872	53859	96350	96159	42928	49587	13953	53485	24743	92639
62908	94898	7531	86335	37132	73220	95144	92463	96136	94825
43732	5328	48488	30512	66429	59734	58393	16098	53968	13175
10150	44728	92933	71731	20384	10064	24182	62847	24097	55237
49558	12028	26973	25048	76724	98252	77592	85271	95094	16211
67924	6932	81776	72067	43266	59229	79423	72884	33014	74204
58302	50106	65137	65836	37152	63197	74770	18362	60005	57286
8695	1763	39580	76276	59953	89706	90772	88751	58273	88060
74613	44168	33188	41284	11861	34425	80245	64850	13911	91441
52565	16286	19756	67293	73870	23927	94184	14493	79877	30490
81113	52774	63503	48208	90104	48546	2032	9649	77003	54490
3613	15044	17472	36139	3471	22085	18573	16888	84237	82518
71910	4808	59891	54719	43917	57557	82689	12544	48999	66655
85272	37750	76749	81945	8307	61775	25764	20683	6135	49148
16506	90988	57582	82981	57604	13380	94001	38009	59135	52558
